NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ALLEGHANY DEAD - DELIST.19/10/22,US0171751003,2420,2420,1737,2429,3553,3925.6812,3646,4265,4265,4979,
ATI,US01741R1023,4878771,4878771,3753071,4530625,4048477,4677486,4678892,764333,430192,415370,415370
BREAD FINANCIAL HOLDINGS,US0185811082,15834,2536,2254,3035,1956,2331,2266,1120,1120,1493,1008
ALLIANT ENERGY (XSC),US0188021085,21006616,26551183,24311493,22000000,25200000,17480000,17480000,12624301,12624301,15690441,13233398
ALLSTATE ORD SHS,US0200021014,49296,49296,52690,55709,53804,53818,39230,20849,20392,34956,34956
ALPHABET 'A',US02079K3059,,41373,51802,66991,66218,63521,66686,66686,45073,91200,91200
ALTRIA GROUP,US02209S1033,275499,275499,192293,170442,167695,162139,154507,139868,129087,129087,123892
AMAZON.COM,US0231351067,77093,77093,726486,462463,467624,738251,5760000,5760000,12110000,13400000,13400000
AMEREN,US0236081024,,32602606,32602606,26795627,29995758,29587976,24413651,25967235,25967235,24930415,24930415
AMER.ELEC.PWR.,US0255371017,115000000,130318824,108610665,93000000,78760420,75361246,64776307,49271373,56401080,56401080,51100000
AMER.EAG.OUTFITTERS,US02553E1064,5964,5964,5005,4040,4167,4263,4439,4556,9248,9248,12343
AMERICAN EXPRESS,US0258161092,24187,24187,35503,27352,25438,24162,24363,19620,19620,17944,29422
AMERICAN FINL.GP.OHIO,US0259321042,1425,1425,1632,8447,3328,3571.065294,3218,5856,5856,5469,6977.85
AMERICAN INTL.GP.,US0268747849,20132,20132,659,593,582,265,17121,17121,6156,17015,1297.91
AMERICAN NATIONAL GROUP DEAD - DELIST.26/05/22,US02772A1097,,,,,,,1388,1239,1239,,
AMERICAN TOWER,US03027X1000,12474,12474,13124,15273,18519,51341.82367,556281,596969,636157,628716,606970
AMERICA S CAR MART,US03062T1051,8744,8744,,,,3109,2629,4538,6147,5367,5850
CENCORA,US03073E1055,65469,65469,636176,9152,32942,37501,33597,33361,33361,112936,124045
AMERIPRISE FINL.,US03076C1062,3123,3123,4903,4061,1885,1727,2306,1640,6853,6853,5507.97
AMETEK,US0311001004,57596,57596,52236,46166,44487,44775.8388,45334,42060,24300,31593,27000
AMGEN,US0311621009,125898,125898,125958,94000,87281,163362,135954,138957,138957,133084,156560.88
AMPHENOL 'A',US0320951017,87492,87492,73777,68333,1695,1890,39854,39854,38057,43881,41395
ANALOG DEVICES,US0326541051,43517,30112,41357,31658,44522,49806,58462,58462,167937,176000,207927
ELEVANCE HEALTH,US0367521038,,7854,7331,7982,7523,8602,11828,12163,12163,15725,18854
APA,US03743Q1085,,,,,,,,6550000,9461031,11450827,5453000
APARTMENT INV.& MAN.'A',US03748R7474,,,,,,,,3856,3856,4114,15216
APOGEE ENTERPRISES,US0375981091,68325,68325,89932,73403,61289,79764,79592,59464,58692,51866,35024
APPLE,US0378331005,30393,28486,28100,34320,45397,54590,50540,47430,55200,55200,55200
APPLIED MATS.,US0382221051,46358,,26985,34862,24635,54234,42279,48900,48900,43982,66553
APTARGROUP,US0383361039,37902,37902,15537,16051,16051,20518,21093,21093,23921,23921,25790
ARCH RESOURCES A DEAD - DELIST.14/01/25,US03940R1077,,,,,,,1826126,5004000,4633000,4950000,4950000
ARCHER DANIELS MIDLAND,US0394831020,14832646,15594669,14605275,14276000,14612000,14523000,14800000,13500000,13700000,13500000,13500000
ARROW ELECTRONICS,US0427351004,537878,537878,2717,5337,6504,7799,7450,4489,25455,11675,11675
ASHLAND,US0441861046,,,437300,366000,466000,445000,449000,449000,342691,332256,332256
ASSOCIATED BANC-CORP,US0454871056,2171,2171,1488,582,1468,1771,2048,1232,1232,3738,5831
ASSURANT,US04621X1081,2646,2646,573,569,748,1557,1019,1128,2132,1505,1505
ATMOS ENERGY,US0495601058,4720072,4720072,1670192,1073096,841039,679911,767287,767287,945341,1816329,757668
AUTODESK,US0527691069,2480,2280,2280,2040,1898,2650,3190,3190,589,589,555
AUTOLIV,US0528001094,,59335,59044,89536,102103,119093,113793,97975,97975,103000,102000
AUTOMATIC DATA PROC.,US0530151036,14200,14200,12593,12655,11481,17979,23449,21760,21760,13375,11911
AUTONATION,US05329W1027,352567,352567,85743,126902,145626,799595,104393,108364,108364,114417,112323
AUTOZONE,US0533321024,184107,184107,42516,61969,71668,55297,58042,31365,31365,253026,257975
AVALONBAY COMMNS.,US0534841012,38088,38088,20137,18748,19008,19816,22145,19280,15402,15402,15285
AVERY DENNISON,US0536111091,160558,156755,145371,156752,152412,213067,213067,191783,189718,254654,188389
AVIS BUDGET GROUP,US0537741052,1177861,1177861,1121056,105778,91624,110099,6953155,4920349,6039288,6039288,5672858
AVNET,US0538071038,,19418,19143,19143,19880,12984,5000,5000,5660,5628,7233
BOK FINL.,US05561Q2012,2895,2895,1975,1230,1009,1966,2380,1835,1597,1470,1397
BADGER METER,US0565251081,1072,1072,1167,3604,4280,4294,3955,4654,1026,2533,2533
BAIDU ADS 1:8,US0567521085,3939,3957,6338,11147,12653,11089,10984,5974,16407,16407,20321
BALL,US0584981064,360628,357638,369864,369864,452811,439593,434670,440509,466784,449608,449608
BANK OF AMERICA,US0605051046,112964,112964,98911,83473,82298,85145,62639,53390,57076,66775,66775
BANK OF HAWAII,US0625401098,1249,1249,875,657,575,977,879,661,656,643,643
BANK OF NEW YORK MELLON,US0640581007,9917,9917,8964,7502,9011,8265,8102,5919,6214,6214,13039.85
BATH AND BODY WORKS,US0708301041,,,,,,,,19106,15056,15056,18374
BATTALION OIL (ASE),US07134L1070,,,,,,,,,,,
BAXTER INTL.,US0718131099,347000,347000,304000,290000,295000,307000,310000,312000,338000,338000,373000
BECTON DICKINSON,US0758871091,74416,74416,70027,66301,87638,87638,118232,116718,152299,150534,162475
BED BATH & BEYOND DEAD - DELIST.02/10/23,US0758961009,573150,573150,53312,38151,45450,39789,34003,22750,21142,21142,
W R BERKLEY,US0844231029,4132,4132,3636,3999,4342,4498,1044,801,1073,7435,7435
BERKSHIRE HATHAWAY 'A',US0846701086,17208263,17208263,100741650,79697023,57785464,57971093,58805037,61233995,61233995,69221639,69221639
BEST BUY,US0865161014,216634,218436,218436,210547,219636,219636,253880,246895,246895,257049,236269
BIG LOTS (OTC),US0893021032,124615,124615,51585,43595,40933,37762,36887,36235,36235,35950,35950
BIOMARIN PHARM.,US09061G1013,4337,4337,5586,6929,8039,10346,12174,12890,12890,15861,15773
BIOGEN,US09062X1037,49378,49378,57574,61937,61937,61616,67031,57553,63182,64867,64867
BIO-TECHNE,US09073M1045,9517,9517,7879,3545,3612,4433,5101,5101,4692,5049,3804
H&R BLOCK,US0936711052,94315,94315,231687,168466,134449,120033,100011,75014,101637,18737,18737
BOEING,US0970231058,610000,610000,621000,455730,593000,646000,613000,560000,612000,675000,642000
BOOKING HOLDINGS,US09857L1089,,,,,260943,340277,367298,2373,838,838,4396
BORGWARNER,US0997241064,69173,79718,55140,55527,57551,58928,58862,57596,82757,95010,95010
BXP,US1011211018,32585,32585,10881,10839,10806,11065,12704,9910,12980,12980,12394.4
BOSTON SCIENTIFIC,US1011371077,31000,31000,29000,30704,20358,31257,35662,13570,13570,35596,35596
BOYD GAMING,US1033041013,52039,52039,31634,258826,255077,264466,223962,220976,56217,58688,58688
BRANDYWINE REAL.TST.SHBI NEW,US1053682035,8578,8578,8378,5127,5320,6308,7417,6238,8317,5170,7086
BRINKER INTL.,US1096411004,74898,74898,35185,43727,56338,56609,52503,45653,120167,128829,128829
BRINK'S,US1096961040,55530,55530,47173,40312,45781,44741,42279,45526,45526,67369,264114
BRISTOL MYERS SQUIBB,US1101221083,280214,280214,233000,247000,244200,244200,235000,202368,204271,204271,202300
BROOKDALE SENIOR LIVING,US1124631045,22814,22814,37041,74628,66125,64431,47534,32653,32653,28436,22739
BROWN & BROWN,US1152361010,193,193,519,611,793,745.3470273,903,930,2968,3287,4805.73
BROWN-FORMAN 'B',US1156372096,100377,100377,93193,94202,94202,106249,109092,115729,103699,103699,128929.96
CBRE GROUP CLASS A,US12504L1098,24596,34654,39105,63414,46057,46069,58770,58770,46251,46251,48337
CF INDUSTRIES HDG.,US1252691001,7887698,9939973,9692721,8070251,15406217,16756548,18300000,17900000,16600000,17100000,17100000
CH ROBINSON WWD.,US12541W2098,921374,921374,653964,526758,546871,698031,803635,2045,2135,3041,7508
CIGNA,US1255231003,,,,,,13904,10961,12814,14049,14566,14566
CIT GROUP DEAD - DELIST.04/01/22,US1255818015,7537,7537,5311,2796,4440,5045.509,5045,2990,,,
CME GROUP,US12572Q1058,3972,3972,1591,1454,1282,1332,1159,1159,161,161,309
CMS ENERGY,US1258961002,18527324,16997509,16997509,13138559,13138559,13164704,13509175,13509175,17558176,17558176,17674826
CNA FINANCIAL,US1261171003,6571,6571,,,,5687,5674,4822,4666,4666,4071
CSX,US1264081035,5251734,5251734,5512604,5300099,4774800,4637617,4309317,4309317,3956081,4080649,4080649
CNX RESOURCES,US12653C1080,,,,1235830,1235830,2653836,600510,600510,629000,629000,562093
CVS HEALTH,US1266501006,193100,188500,215060,198047,206943,177347,157114,165384,188257,250062,250062
CABOT,US1270551013,4100000,4600000,4400000,4500000,4600000,4770000,4370000,4370000,3750000,4310000,4837939.58
COTERRA ENERGY,US1270971039,1059368,1059368,398368,474876,426884,581943,581943,530873,383259,2299468,1546915
CADENCE DESIGN SYS.,US1273871087,3536,3536,2145,2685,6908,7820,9368,5951,8174,7709,7709
CADENCE BANK,US12740C1036,,,,,,,,991,1203,1203,1827.48
CAL.WATER SER.,US1307881029,36776,36776,74885,72750,70900,3381,3424,3728,5556,5556,14099
CAMDEN PROPERTY TST.,US1331311027,20538,20538,9795,8307,16093,14994,15787,26588,68573,64927,13123
THE CAMPBELL S COMPANY,US1344291091,406476,406476,423730,409378,416838,421970,421970,469912,469912,461968,461968
CAPITAL ONE FINL.,US14040H1059,16829,16829,19900,14421,13061,11569,9495,6620,6608,7296,7296
CAPITOL FED.FINL.,US14057J1016,719,719,275,288,243,225,249,249,167,260,260
CARDINAL HEALTH,US14149Y1082,152645,152645,138515,138515,147000,177000,169000,153000,153000,151120,151120
CARLISLE COS.,US1423391002,167243,167243,224793,611940,561048,722970,1078937,54419,59165,75288,86301
CARMAX,US1431301027,253075,253075,64025,92154,106974,86944,99413,100702,91650,91650,103088
CATERPILLAR,US1491231015,1020000,990000,890000,863000,860000,930000,905000,694000,740000,740000,690000
CELANESE,US1508701034,422546,422546,431939,1672322,1916927,1820507,1935328,1935328,2275903,2904385,2311480
CENTERPOINT EN.,US15189T1079,8565066,268610,2989693,2561810,18386895,21815280,21815280,5237273,5237273,7048781,5476486.73
CERNER DEAD - DELIST.09/06/22,US1567821046,43321,43321,17071,6613,5427,4685,5365,5365,,,
CHAS.RVR.LABS.INTL.,US1598641074,35717,35717,28579,6857,9685,75797,87130,89720,90858,90858,89257.67
EXPAND ENERGY,US1651677353,,,,,,,,2860000,1827307,1827307,1684687
CHEVRON,US1667641005,56911049,56000000,58000000,60000000,56000000,59000000,55000000,54000000,57000000,53000000,53000000
CHICO'S FAS DEAD - DELIST.05/01/24,US1686151028,4665,4665,4079,3031,2858,2563,,,1401,2224,
CHOICE HOTELS INTL.,US1699051066,132634,132634,118426,126530,108004,110778,89338,76098,76098,6705,6705
CHURCH & DWIGHT CO.,US1713401024,81805,67744,92301,109607,89168,89168,91265,93161,89100,90547,89940
CIENA,US1717793095,5145,5145,646,973,973,867,3823,3823,2010,1906,1906
CINCINNATI FINL.,US1720621010,17274,17274,16658,16522,16734,17224,16935,16935,23757,12562,19814.25
CISCO SYSTEMS,US17275R1023,55811,55811,43181,47413,41926,43949,41037,41037,29385,34931,40402
CINTAS,US1729081059,150413,150413,99418,108499,129302,166881,154708,119673,377772,547631,
CITIGROUP,US1729674242,37602,37602,26553,24276,21097,22307,23289,21235,44683,44683,43912
CITRIX SYS. DEAD - DELIST.03/10/22,US1773761002,7069,7069,4264,2776,2791,2547,1851,3336,3512,,
CLEAR CHANNEL OUTDOOR HOLDINGS,US18453H1068,,,,,,2625,2190,2335,1800,2080,1823
CLEVELAND CLIFFS,US1858991011,,,,2402772,2145299,2530434,2186828,2186828,5470353,25400000,25400000
CLOROX,US1890541097,,81000,75000,74409,76900,74835,64484,75164,72784,72784,77037.49
COCA COLA,US1912161007,2231744,2231744,1528428,1969936,1969936,400598,687597,793460,325833,304144,786178.41
COCA COLA FEMSA ADR 1:10,US1912411089,388113,388113,276218,159759,159759,118300,91600,88380,86048,554500,576950
COGNIZANT TECH.SLTN.'A',US1924461023,22632,15644,15644,30121,34385,32000,32612.35955,41725,10600,10600,9999
COLGATE-PALM.,US1941621039,232712,,232964,214015,209757,196333,206300,191143,218500,218500,238747.94
COMCAST A,US20030N1019,260164,260164,259970,208873,364556,513316,498455,547084,519288,519288,429000
COMERICA,US2003401070,8019,8019,7638,7638,6492,6371,6304,5401,5377,5377,9009.56
COMMERCE BCSH.,US2005251036,2276,2276,1611,1108,1628,1827,1851,1164,1139,1139,1148
COMMERCIAL MTLS.,US2017231034,8312769,8312769,6255551,5424489,4678585,2126654,3182915,1102623,1117753,1082528,1056191
COMMUNITY HEALTH SYSTEMS,US2036681086,102538,102538,180182,314164,265163,224148,166312,113517,127310,131311,98275
CIA.MINAS BUENAVENTURA ADR 1:1,US2044481040,306979,306979,248678,259936,311390,373159,246369,246369,158602,204419,179536
CONAGRA BRANDS,US2058871029,1355718,1355718,1153028,932954,346835,339205,615137,424176,424176,418751,659314
CONOCOPHILLIPS,US20825C1045,25761226,25761226,26039254,24444992,19490848,19193811,19500244,15500000,17720000,17720000,14954000
CONSOLIDATED EDISON,US2091151041,3361491,3157226,3157226,3100000,3000000,3100000,2900000,2900000,2741000,2815000,2815000
CONSTELLATION BRANDS 'A',US21036P1084,139130,139130,159460,177290,237576,215812,250548,272753,291681,291681,311104
COPART,US2172041061,34577,34577,25837,6971,8547,7353,7096,12445,14761,59800,59800
CORECIVIC,US21871N1019,,,32764,24923,28836,25446,22734,23503,23503,29083,29083
CORNING,US2193501051,347157,347157,490453,458530,478487,500969,617671,651920,640002,791374,737593
COSTCO WHOLESALE,US22160K1051,485320,391848,485190,636727,785682,1114966,1108562,1205620,1218381,1218381,1405640
CRACKER BARREL OLD CTRY. STORE,US22410J1060,69596,69596,32500,34939,41904,43679,41506,30997,30997,74814,90201
CRANE,US2244081046,,,,,,,,,,49700,49700
CROWN CASTLE,US22822V1017,,78857,73410,17653,20733,37418.7,32572,16173,17792,13328,15652.35
CROWN HDG.,US2283681060,535119,535119,452799,383304,530782,528692,632491,613922,613922,545488,612909
CULLEN FO.BANKERS,US2298991090,2019,2019,1495,1357,1119,1832,2201,1401,1248,1248,1612
CUMMINS,US2310211063,,292559,292559,303885,304806,305970,302907,258437,269312,269312,310944
D R HORTON,US23331A1097,27587,27587,33073,43290,45952,61108,81121,81121,83486,77088,75463.08
DTE ENERGY,US2333311072,35220000,36500000,35600000,31156829,32000000,30846719,30714000,30714000,24558180,27981000,27081000
DXC TECHNOLOGY,US23355L1061,,,,8043,5886,63122,52187,44268,33707,27241,20999
DANAHER,US2358511028,734621,1086428,95877,56553,55622,90350,95226,70782,155974,155974,138390
DARDEN RESTAURANTS,US2371941053,,,317092,331201,342505,261045,185829,160642,172046,250907,345316
DAVITA,US23918K1088,281456,281456,68082,59706,31048,22902,65988,60753,66959,66959,60589
DEERE,US2441991054,460808,460808,444538,384476,323717,348754,387941,334000,403300,418200,410000
DELTA AIR LINES,US2473617023,32137795,34112774,34112774,35436857,35436857,36994455,38161781,17549100,24561255,30741000,30741000
DENBURY DEAD - DELIST.02/11/23,US24790A1016,,,,,,,97967.41921,782010,777852,1231721,
DENTSPLY SIRONA,US24906P1093,,,4900,5644,6604,7564,7429.167139,7552,7552,8442,8442
DEVON ENERGY,US25179M1036,7644606,7644606,5925440,6065844,5381100,5647501,2610322,1748703,2640820,3080000,5155212.11
DIAMOND OFFSHORE DRILLING,US25271C2017,,,,,,,,,,325071,
DICK'S SPORTING GOODS,US2533931026,16293,16293,24779,15439,15594,15107,25093,26170,26170,48012,52131
DIEBOLD NIXDORF DEAD - DELIST.11/08/23,US2536511031,10649,10649,101839,101839,100794,169076,167974,85223,84375,81180,
WALT DISNEY,US2546871060,866639,866639,873953,851038,865577,897523,855073,597067,503221,503221,993347
DISH NETWORK 'A' DEAD - DELIST.02/01/24,US25470M1099,55949,55949,51091,55699,59952,56193,44858,44858,79046,79046,76566
DIVERSIFIED HEALTHCARE,US25525P1075,,,,,,,14628,12076,36917,36917,8857
DOLBY LABORATORIES 'A',US25659T1079,17247,17247,13252,1005,844,25933,27094,618,659,922,922
DOLLAR GENERAL,US2566771059,84739,84739,78098,89391,97944,100340,148791,184211,625813,658617,712806
DOLLAR TREE,US2567461080,37955,37955,35527,72462,97370,100626,135177,150689,212403,212403,421840
DOMINION ENERGY,US25746U1097,,33640000,33640000,40010000,37200000,27816676,31890776,33237107,34989579,34989579,33260819
DONALDSON CO.,US2576511099,32586,32586,26710,27322,18076,18622,17909,27937,27937,26291,23797
R R DONNELLEY & SONS DEAD - DELIST.28/02/22,US2578672006,,,265181,297979,164067,168255,139103,66950,66950,,
DOUGLAS EMMETT,US25960P1093,9026,9026,8414,5392,7867,9386,10298,11935,11650,6602,6773
DOVER,US2600031080,124310,124310,109614,109614,105602,83647,35300,35300,58112,58112,50043.69
DRDGOLD ADR 1:10,US26152H3012,52772,52772,,,,,8488,8488,7449,7449,8570
DUKE REALTY DEAD - DELIST.03/10/22,US2644115055,10329,10329,7819,7975,9087,8240,9997,9997,8704,,
DUKE ENERGY,US26441C2044,136115000,137555000,110513000,106763000,105000000,96548800,93000000,93000000,74976000,78000000,78800000
DUPONT DE NEMOURS,US26614N1028,,,,,25500000,25800000,3057437,3073594,1870000,1433816,1433816
EOG RES.,US26875P1012,5786809,5786809,6723280,5191571,4836508,5405641,5300000,4455500,4972755,9794382,5058838
EQT,US26884L1098,2770349,1119377,884976,1218665,1500738,2176773,2762770,664316,674397,2694362,683821
EAGLE MATERIALS,US26969P1084,4192918,4192918,4190705,2346906,2974021,3717887,3459460,3499585,4212219,5291522,6141304
EASTMAN CHEMICAL,US2774321002,6190000,6190000,4769635,5940915,5655100,5820940,5130068,5130068,5001259,6206603,5970870
EASTMAN KODAK,US2774614067,654000,654000,441534,377677,,,,3396,3396,3298,2649
EBAY,US2786421030,28090,41102,41102,29817,27158,27158,30967,18847,5558,5558,5133
ECOLAB,US2788651006,396424,396424,419754,440206,441129,409173,411079,282843,282199,282199,299143
EDISON INTL.,US2810201077,6700000,2400000,2400000,2400000,1900000,1100000,1100000,2093177,1500000,1700000,1700000
EDWARDS LIFESCIENCES,US28176E1082,15309,14310,4459,7418,6164,12685,13800,14416,14416,14390,19065.29
ELECTRONIC ARTS,US2855121099,64553,64553,5723,3726,3957,3846,13294,16000,594,1900,3875
EMERSON ELECTRIC,US2910111044,199710,199710,208952,170617,120619,120619,163945,154082,154082,195945,169370
ENERGIZER HOLDINGS,US29272W1099,,81658,124017,24205,20793,18012,18923,21478,39069,43121,33636
ENTERGY,US29364G1031,34214242,34185327,31843321,35189215,33135508,36682440,34372801,34372801,35663688,39551503,35996463
EQUIFAX,US2944291051,14239,14239,10660,13398,18118,19792.15902,19348.54166,17812,1388,1089,1089
EQUINIX REIT,US29444U7000,,1630,48622,9110,9377,14765,40752,55100,50700,40300,40300
EQUITY COMMONWEALTH,US2946281027,13512,13512,12096,6800,7609,3544,5305,6311,6311,608,655
EQUITY RESD.TST.PROPS. SHBI,US29476L1070,62165,62165,25529,22796,33315,42048,81089,72530,72530,70696,68855
ERIE INDEMNITY 'A',US29530P1021,4052,4052,3125,836,918,1008,1215,1200,1101,1101,1022
ESSENTIAL UTILITIES,US29670G1022,,,,,,,16057,16057,468734,468734,417687
ESSEX PROPERTY TST.,US2971781057,15978,15978,9913,9875,19894,23485,34610,31323,31016,31495,31495
EVERGY,US30034W1062,,,,,18142608,15589082,26499352,23932620,23932620,27594888,23429233
EVERSOURCE ENERGY,US30040W1080,,1799206,1623264,852585,852585,169369,169369,128822,173693,171093,171093
EXELON,US30161N1019,18697000,16786000,16786457,9723000,10200000,9526000,9395000,9395000,8493000,1768715,452011
EXPEDIA GROUP,US30212P3038,4940,4940,47052,147579,213106,269940,294155,294155,7076,9742,3178
EXPEDITORS INTL.OF WASH. A,US3021301094,6786,6786,6517,5703,4330,8413,6243,7110,7056,9743,9457.5
EXXON MOBIL,US30231G1022,134000000,114000000,113659083,117000000,117000000,114000000,116000000,105000000,105000000,109000000,109000000
FMC,US3024913036,3105969,,2787493,270526,273146,236324,173308,83584,83584,127835,127835
FTI CONSULTING,US3029411093,10212,10212,7684,32496,27256,15863,24452,22975,21493,1,0
FACTSET RESEARCH SYS.,US3030751057,2078,2078,470,1504,1275,1135,1352,1352,1337,1796,3815
FASTENAL,US3119001044,44026,44026,41224,19798,32354,40631,49252,110831,161435,132029,130852
FEDERAL REALTY INV.TST.,US3137451015,,,,,,,,,3146,2630,2630
FEDERATED HERMES B,US3142111034,518,518,347,309,397,393,565,565,487,431,368
FEDEX,US31428X1063,13928770,13450945,13751188,13759865,14028692,15152383,15406173,15235320,16659841,17113617,17113617
F5,US3156161024,2116,2116,62,81,84,80,77,2223,355,781,781
FIDELITY NAT.INFO.SVS.,US31620M1062,22255,22255,13948,9932,10455,8479,9740,13587,15049,10209,12922
FIDELITY NAT.FINANCIAL,US31620R3030,,5523,4092,23106,23124,2879,2889,17578,483,557,243.7
FIFTH THIRD BANCORP,US3167731005,16714,16714,12259,12314,11421,12116,13233,12995,12479,12479,11645
FIRST CTZN.BCSH.A,US31946M1036,2265,2265,1611,2575,2119,2409,2552,1848,1848,3550,3550
FIRST HORIZON,US3205171057,2807,2807,1845,1318,1040,2193,2640,1941,2664,7349,7349
FISERV,US3377381088,17648,17648,11017,7851,6228,2756,5598,6557,15987,15987,17636
FIRSTENERGY,US3379321074,74638484,,58047883,48803395,46436264,32748805,32748805,18085006,15913845,16401242,16535625
FLUOR,US3434121022,12219,12219,11625,9468,7000,6900,6900,12720,14580,14580,11050
FLOWSERVE,US34354P1057,19225,29152,23825,20155,20155,14422,15495,15399,15608,16120,15570
FOOT LOCKER,US3448491049,11736,11736,10904,8503,8965,8740,8732,6588,6588,5775,6745
FORD MOTOR,US3453708600,1482020,1482020,1400000,1407403,1300000,1442963,1451947,940000,1069907,1197738,1197738.53
FRANKLIN RESOURCES,US3546131018,8852,8852,8890,7968,8206,8593,9333,6729,6729,9943,11654.73
FREEPORT-MCMORAN,US35671D8570,5859810,5237173,6035741,5418730,4536185,5244854,4969382,4969382,4575559,4927823,4927823
FRONTIER COMMUNICATIONS PARENT,US35909D1090,,,,,,,,30393,30393,25744,117263
FULTON FINANCIAL,US3602711000,1703,1703,1117,1415,1143,1497.8428,1497,916,916,870,870
GATX,US3614481030,17485,17485,16021,299738,144819,192507,232191,232191,14181,14181,16715
ARTHUR J GALLAGHER,US3635761097,451,451,1525,1939,2372,2277,2777,2533,36,18753,24932.42
GAMESTOP 'A',US36467W1099,,49430,41712,17308,4314,4585,4119,3240,3012,3012,9924
GAP,US3647601083,,24449,31275,29572,23810,27819,27316,25352,27762,27762,42296
GENERAL DYNAMICS,US3695501086,343520,343520,283932,298956,274918,306488,317081,317081,317675,305600,307359
GENERAL MILLS,US3703341046,317335,317335,278000,265000,253000,235000,274000,302000,364000,364000,317900
GENERAL MOTORS,US37045V1008,2802461,2802461,2054543,2003265,1848804,1541157,1589700,1258148,1258148,1466452,1466452
GENTEX,US3719011096,12564,7195,6001,7223,7223,9131,8323,8323,8416,8416,11731
GENUINE PARTS,US3724601055,477524,477524,89664,121483,116345,119771,30390,30390,42919,242817,217836
GENWORTH FINANCIAL,US37247D1063,368,368,458,458,438,522,2714,2714,532,592,598
GILEAD SCIENCES,US3755581036,40841,40841,91306,117506,110803,46363,52019,48080,54584,54584,55459
GLOBAL PAYMENTS,US37940X1028,9364,9364,6032,4331,4272,3695,4629,4629,6644,1398,1747.98
GLOBE LIFE,US37959E1029,,,,,,1070,1229,1350,1200,1237,1237
GOLDMAN SACHS GP.,US38141G1040,11323,12065,11900,11520,11147,11482,12673,9418,9418,11980,11980
GOODYEAR TIRE & RUB.,US3825501014,1226653,1226653,1110459,1494600,1176757,1191798,1156000,1031000,1434989,1297000,1343000
GRACO,US3841091040,14762,14762,13186,12276,14450,15735,14945,18925,21412,10766,10766
GRAHAM HOLDINGS 'B',US3846371041,885,885,266042,123887,92217,83411,65333,36861,51881,43067,73730
WW GRAINGER,US3848021040,43481,43481,44493,40883,31035,29188,34685,31821,35190,35190,44228.97
GREENHILL & COMPANY DEAD - DELIST.01/12/23,US3952591044,140,140,75,87,115,84,131,106,99,88,
GREIF 'A',US3976241071,1104974,580061,363600,346700,346700,376700,675900,675900,696900,756000,756000
HP,US40434L1052,,210800,188300,66000,69900,65900,61900,50600,50600,46800,46800
HALLIBURTON,US4062161017,2625754,,3210371,1770698,1837736,1037876,4511365,2501013,3503441,3320350,3320350
HANESBRANDS,US4103451021,93112,93112,97773,101898,95658,95658,98839,69689,69689,87010,63578.84
HANOVER INSURANCE GROUP,US4108671052,3095,3095,2584,2658,2845,3094,2519,5186,1846,2198,1695
HARLEY-DAVIDSON,US4128221086,40738,38012,36058,35144,35144,34988,33498,33498,26054,33987,28905
ENVIRI,US4158641070,38732,38732,22307,117088,107620,114184,342705,242008,242008,263031,263031
HARTFORD FINL.SVS.GP.,US4165151048,23099,23099,19671,19071,16157,14769,13251,8602,8401,7268,7268
HASBRO,US4180561072,7347,7347,7282,5213,5213,6586,5963,5963,3605,3605,3783
HAWAIIAN ELECTRIC INDS.,US4198701009,7017428,6141343,3312184,3549369,3749642,3702001,6698055,6698055,3690054,4110055,4418816
HEALTHPEAK PROPERTIES,US42250P1030,,,,,,54260,69978,69861,53785,53785,61349.83
HELIX ENERGY SLTN.GP.,US42330P1075,142170,142170,100833,75424,51764,61822,77281,89648,203000,192764,224374
HELMERICH & PAYNE,US4234521015,1236348,1236348,634527,596228,345279,390797,706871,557003,735000,1080000,1142000
HERSHEY,US4278661081,114033,114033,103668,110889,109707,109707,131515,131515,146653,179211,179211
HERTZ GLOBAL HLDGS,US42806J7000,,,,,,,,6528202,3735922,4248581,4248581
HESS,US42809H1077,6023190,,5100000,5082481,3700000,3600000,3900000,3300000,2500000,2500000,2230000
HIMAX TECHNOLOGIES ADR 1:2,US43289P1066,,,,,,,,,,,
HOLOGIC,US4364401012,16140,17435,12184,5188,6571,5560,17377,17377,17566,7427,7056
HOME DEPOT,US4370761029,321370,321370,388664,398049,433633,433633,554317,554317,642000,642000,678440.73
HONEYWELL INTL.,US4385161066,4346781,4346781,3988622,3526032,2699554,1355420,1090649,1090649,1387727,1324742,1059105
HORMEL FOODS,US4404521001,919287,919287,354000,363000,966795,960825,748197,968515,1100038,638846,866582.6311
HOST HOTELS & RESORTS REIT,US44107P1049,130778,130778,112947,112108,104031,104031,101616,69689,73024,112284,82747
HUBBELL,US4435106079,,,43631,50297,44599,41357.69229,41109,41109,49752,33671,33671
HUMANA,US4448591028,17542,17543,16179,15718,16095,16408,14981,10837,10837,47312,47312
HUNT JB TRANSPORT SVS.,US4456581077,1532932,1532932,1692377,1681697,1790505,1954001,1635150,1883619,1912846,1942283,1739774
HUNTINGTON BCSH.,US4461501045,11064,11064,11765,10089,10825,14341,13686,11964,11964,19404,17895
HUNTSMAN,US4470111075,2556762,2308806,2386446,2261658,2322361,1800576,1800576,349688,349688,345537,383034.56
ITT,US45073V1089,,,34,127,31,33,35,35732,33386,36212,36212
IDEX,US45167R1041,16,16,28328,26343,27099,26934,27242,26971,6265,12417,12417
