NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
SEADRILL,BMG7997W1029,,,,,,,9.73,23.33,22.32,19.66,16.39,17.8,17.32,18.13,20.4,20.4,26.6,26.16,27.07,30.24,22.5,25,32.05,34.32,
SHANGRI-LA ASIA,BMG8063F1068,,,,,,11.36,15.18,14.61,20.1,36.97,27.53,39.39,26.43,41.52,29.97,38.81,36.89,39.93,35.68,54.58,61.15,68.19,72.41,72.19,72.59
SIGNET JEWELERS,BMG812761002,,,,53.81,50.95,73.48,59.02,50.29,73.23,74.24,62.55,91.78,86.29,83.8,83.65,83.73,84.22,87.03,91.21,87.58,79.02,71.4,77.77,79.07,73.32
SINOFERT HOLDINGS,BMG8403G1033,,,,,,,,,,,,42.68,40.57,36.18,43.73,54.52,55.45,54.06,58.75,55.23,55.09,56.64,56.84,58.05,47.85
STOLT-NIELSEN,BMG850801025,,,,39.52,39.52,44.39,53.14,54.31,44.95,35.52,24.17,39.43,29.19,19.43,14.84,18.73,21.09,24.86,31.07,28.34,35.66,34.42,41.73,27.39,23.35
VALARIS,BMG9460G1015,,,,,,,,,,,,,,,,,,,,,,,,77.37,
WHITE MOUNTAINS IN.GP.,BMG9618E1075,,,,,,,,,41.52,30.92,30.65,33.41,37.8,38.62,37.22,43.1,40.96,34.41,47.88,58.11,52.72,63.93,65.15,62.43,55.57
YUE YUEN INDL.HDG.,BMG988031446,,,,,,3.33,24.51,35.88,13.43,28.37,24.22,27.42,24.82,24.68,30.49,49.13,52.5,56.91,60.54,59.13,75.96,75.11,71.46,61.94,77.67
AMBEV ON,BRABEVACNOR1,,,,,,,,,,,,,,,14.26,18.28,18.74,20.9,20.79,22.15,33.83,25.29,41.71,45.47,43.91
BANCO DO BRASIL ON,BRBBASACNOR3,,,,,,,,,,17.93,12.51,16.86,15.3,12.79,11.44,16.08,18.29,25.3,29.8,33.87,54.74,56.5,59.4,63.35,50.31
BANCO BRADESCO PN,BRBBDCACNPR8,,,,,,,,,41.3,64.58,50.53,62.65,78.49,73.1,76.43,72.37,70.84,73.43,68.01,66.61,66.63,67.01,61.29,56.92,59.25
BRF BRASIL FOODS ON,BRBRFSACNOR8,,,,,,,,,,,76.4,53.57,74.53,55.58,62.81,71.74,69.96,75.19,69.73,74.21,89.46,83.34,86.5,74.3,84.55
BRASKEM PN A,BRBRKMACNPA4,,,,,,,,,,,59.59,62.48,72.94,66.87,68.09,68.02,71.57,70.21,75.34,74.55,61.98,70.57,69.16,65.22,64.65
CMPH.COCS. RODOVIARIAS ON,BRCCROACNOR2,,,,,,,,,,32.53,58.71,70.72,66.25,65.23,63.28,60.02,44.25,38.86,52.16,54.18,59.88,57.47,42.8,35.31,47.89
CMPH.ENGT.DE SAOP.B PN DEAD - DELIST.29/03/22,BRCESPACNPB4,,,,,,,,,,,,16.11,13.45,16.11,13.18,17.41,14.99,17.78,21.87,30.31,40.36,38.75,,,
CIA ENERGETICA DE MINAS GERAIS PN,BRCMIGACNPR3,,,,,,,,,16.04,23.97,21.61,27.27,20.66,35.81,46.03,36.21,32.65,39.22,43.52,50.28,46.25,42.44,36.09,40.34,41.88
CPFL ENERGIA ON,BRCPFEACNOR0,,,,,,,,,,76.47,82.28,94.22,74.84,66.2,82.95,68.17,64.83,50.21,62.98,74.21,69.77,62.08,74.29,65.19,60.89
CIA PARANAENSE DE ENERGIA COPEL PN B,BRCPLEACNPB9,,,,,,,,,,,,72.42,68.55,59.54,46.19,57.48,56.06,67.04,58.87,70.41,66.73,62.49,56.32,53.26,53.8
COSAN INDUSTRIA E COMERCIO ON,BRCSANACNOR6,,,,,,,,,,,,17.55,12.83,30.68,32.15,20.48,20.02,16,26.05,11.82,24.39,38.4,78.13,75.05,
COMPANHIA SIDERURGICA NACIONAL ON,BRCSNAACNOR6,,,,,,,,,29.74,47.8,53.63,54.52,45.64,46.94,41.97,36.35,49.92,63.99,57.68,60.56,53.31,60.34,63.79,52.71,
CYRELA BRAZIL REALTY ON,BRCYREACNOR7,,,,,,,,,,,,50.02,53.12,51.23,52.22,26.28,31.07,31.24,26.8,25.77,29.76,20.33,33.78,46.28,56.32
DEXCO ON,BRDXCOACNOR8,,,,,,,,,,,83.02,77.01,89.73,83.33,79.66,83.24,73.01,75.53,63.84,69.08,72.59,71.16,60.54,55.45,41.36
ENGIE BRASIL ENERGIA ON,BREGIEACNOR9,,,,,,,,,,43.01,37.97,41.54,34.69,37.27,54.93,42.88,54.55,56.83,70.09,72.35,79.04,80.82,76,78.18,83.15
CENTRAIS ELETR BRAS- ELETROBRAS PN B,BRELETACNPB7,,,,,,,,,,57.34,60.81,51.19,44.38,36.12,32.33,33.75,30.77,34.53,53.66,62.21,69.5,72.34,77.98,63.1,65.4
EMBRAER ON,BREMBRACNOR4,,,,,,,,,,,18.02,26.12,38.62,51.95,45.24,45.67,72.22,72.34,75.56,73.48,76,69.75,65.01,65.26,58.46
GAFISA ON,BRGFSAACNOR3,,,,,,,,,,,,91.16,83.04,79.22,79.18,83.52,84.48,77.47,81.39,85.11,84.87,81.18,79.67,,
GERDAU PN,BRGGBRACNPR8,,,,,,,,,63.22,46.02,47.58,35.27,58.8,47.32,53.75,59.29,58.98,47.62,54.96,47.65,53.76,46.3,47.52,40.5,48.22
METALURGICA GERDAU PN,BRGOAUACNPR8,,,,,,,,,,,,,41.05,37.28,34.15,61.46,69.93,63.81,62.78,51.12,62.18,54.52,48.58,38.94,
GOL LINHAS AEREAS INTELIGENTES PN,BRGOLLACNPR4,,,,,,,,,,,,86.04,81.2,76.88,74.79,77.19,75.21,78.15,71.55,69.17,72.6,64.99,60.99,77.56,78.66
ITAUSA INVESTIMENTOS ITAU PN,BRITSAACNPR7,,,,,,,,,,26.52,21.24,43.93,37.75,15.31,18.52,19.62,24.19,37.56,42.31,36.48,49.35,41.39,38.49,34.66,36.03
ITAU UNIBANCO HOLDING PN,BRITUBACNPR1,,,,,,,,,56.63,82.69,84.79,80.43,78.63,78.63,79.5,77.44,74.97,80.29,79.87,81.6,82.82,87.78,82.59,86.34,81.33
KLABIN PN,BRKLBNACNPR9,,,,,,,,,,,,40.62,44.88,40.93,40.31,41.95,27.8,30.26,36.62,37.21,40.73,36.16,36.04,60.3,
LIGHT ON,BRLIGTACNOR2,,,,,,,,,,,,66.69,68.62,86.95,83.26,86.81,78.3,68.39,65,56.09,68.76,87.75,89.39,,
CMPBRA.DE DISTB.ON,BRPCARACNOR3,,,,,,,,,,,48.33,63.2,88.62,82.3,81.33,68.58,74.27,75.74,79.28,77.36,74.39,65.59,65.45,68.88,56.4
PETROLEO BRASILEIRO PN,BRPETRACNPR6,,,,50,50,50,50,50,71.3,75.45,81.4,80.13,83.29,75.81,78.63,79.91,70.12,68.6,61.55,68.88,68.2,76.8,75.47,69.34,64.53
LOCALIZA RENT A CAR ON,BRRENTACNOR4,,,,,,,,,,,,51.02,58.49,69.11,72.09,68.41,65.14,68.5,77.44,81.43,86.16,82.89,72.67,80.83,85.41
CPAD.SANMT.BASICO DE SAOP.ON,BRSBSPACNOR5,,,,,,,,,,,,63.05,60.73,54.9,68.87,60.63,41.99,43.09,40.34,61.01,63.69,54.08,61.9,53.42,42.24
SUZANO ON,BRSUZBACNOR0,,,,,,,,,,,,42.96,51.97,46.13,38.98,54.36,47.31,39.99,58.4,62.84,65.34,75.93,86.63,90.65,
USINAS SIDERURGICAS DE MINAS GERAIS PN A,BRUSIMACNPA6,,,,,,,,,,17.06,62.47,73.01,64.18,50.78,24.68,29.39,32.78,32.51,44.05,60.54,55.29,72.44,62.61,50.97,
VALE ON,BRVALEACNOR0,,,,,,,,,35.96,67.48,64.56,64.44,57.63,69.3,64.42,81.36,74.31,52.55,70.14,73.75,85.35,87.59,94.16,92.77,91.34
TELEFONICA BRASIL ON,BRVIVTACNOR0,,,,,,,,,,50.29,26.93,72.31,41.23,50.41,49.83,63.45,64.16,54.67,72.96,75.15,69.89,70.08,78.52,92.35,
WEG ON,BRWEGEACNOR0,,,,,,,,,,,16.4,31.09,50.76,47.35,39.29,34.3,35.99,37.61,39.25,42.56,46.63,51.52,56.1,61.84,67.6
ARC RESOURCES,CA00208D4084,,,,,,62.81,30.95,70.26,81.32,66.36,85.49,72.15,72.48,76.37,53.62,37.86,37.17,40.21,46.53,38.47,53.16,52.76,68.49,58.64,
AGNICO-EAGLE MNS. (NYS),CA0084741085,,,,,,65.58,66.11,65.79,61.56,56.52,57.42,71.34,72.04,59.6,81.18,53.8,64.17,73.15,43.79,44.44,45.73,42.61,36.77,31.32,44.17
AIMIA,CA00900Q1037,,,,,,,,,8.97,50.05,54.08,75.02,70.76,51.91,59.02,77.22,69.48,61.35,47.48,10.99,12.37,15.69,17.19,16.6,
ALIMENTATION COUCHE TARD,CA01626P1484,,,,,,,42.84,24.95,34.1,9.38,19.78,13.46,33.59,37.27,26.07,23.28,10.49,21.75,15.05,37.26,35.99,28.74,33.16,28.94,30.13
BCE,CA05534B7604,,,,,,58.15,37.09,45.6,84.69,89.44,77.03,57.22,83.45,77.1,71.41,41.01,58.63,63.18,49.02,70.11,69.92,53.67,63.94,60.56,69.43
BALLARD PWR.SYS. (NAS),CA0585861085,,,,,,,,,,,,,,,,,,,,,24.96,12.92,20.61,25.18,17.37
BANK OF MONTREAL,CA0636711016,,,,71.18,62.52,67.15,48.4,57.57,55.62,58.67,83.7,80.54,85.09,75.85,71.81,68.26,64.52,67.19,29.72,60.99,54.57,62.82,68.26,64.74,67.69
BK.OF NOVA SCOTIA,CA0641491075,,,,70.07,44.45,73.81,49.44,36.73,68.86,60.55,59.13,85.47,83.8,89.1,86.98,78.45,66.26,46.3,39.84,41.3,57.93,73.55,58.6,57.7,49.96
BARRICK GOLD (NYS),CA0679011084,,,,,,,49.91,30.08,58.07,45.56,77.76,64.27,80.02,52.08,52.97,64,68.28,52.86,62.98,76.16,81.16,70.55,66.02,68.73,68.73
BAUSCH HEALTH (NYS) COMPANIES,CA0717341071,,,,,,18.31,22.25,56.73,25.86,64.22,60.66,41.35,24.25,24.06,27.17,52.08,36.2,35.1,46.77,70.72,70.33,61.91,58.4,53.69,68.99
BLACKBERRY (NYS),CA09228F1036,,,,,,,51.14,21.65,56.79,70.96,44.75,69.23,51.19,75.28,79.11,41.26,35.93,52.07,59.38,52.17,51.68,53.01,54.78,76.09,
BOMBARDIER 'B',CA0977518616,,,,,,,20.49,13.95,21.66,36.38,26.35,45.41,55.9,79.77,64.79,48.48,60.84,62.82,67.2,64.08,56.94,53.02,48.22,36.27,33.09
BROOKFIELD A (NYS),CA11271J1075,,,,,,42.36,52.78,43.4,40.81,39.4,38.53,47.87,60.41,71.99,31.5,52.78,59.74,74.31,76.14,51.92,67.91,84.59,73.34,81.15,67.9
CAE,CA1247651088,,,,,,,13.04,17.77,36.75,45.1,23.87,46.91,58.25,48.12,51.9,48.83,45.6,42.64,41.07,25.94,39.74,46.2,27.94,44.39,37.46
CGI A,CA12532H1047,,,,,,8.73,15.65,14.21,23.67,38.05,37.18,40.28,63.91,57.98,48.77,25.72,22.58,20.44,33.43,22.82,33.23,36.43,33.55,30.31,41.3
CI FINANCIAL,CA1254911003,,,,,,39.96,25.07,9.18,26.21,52.6,50.69,19.54,35.63,26.4,23.61,21.76,28.36,32.92,53.24,40.03,38.38,36.28,40.71,44.44,25.82
CAMECO,CA13321L1085,,,,,,75.19,59.62,67.84,76.77,83.19,81.64,82.35,74.3,78.05,72.77,71.19,67.97,71.49,67.26,58.52,63.61,65.16,69.58,72.84,61.68
CANADIAN IMP.BK.COM.,CA1360691010,,,,30.78,66.08,76.73,66.73,88.47,89.06,71.28,71.68,86.05,79.22,76.87,75.37,54.37,44.99,36.04,46.16,50.88,55.5,52.65,48.17,49.82,54.3
CANADIAN NATIONAL RY.,CA1363751027,,,,4.9,7.25,8.88,28.66,10.78,65.91,73.47,67.57,66.47,73.55,76.05,70.76,67.05,56.53,60.56,71.43,73.29,78.52,78.13,69.19,57.42,67.79
CANADIAN NATURAL RES.,CA1363851017,,,,,,,70.03,47.26,35.97,59.41,38.74,32.8,48.66,48.86,77.21,79.2,84.2,82.83,78.67,73.55,69.83,70.01,79.76,68.46,60.71
CANADIAN PACIFIC KANSAS CITY,CA13646K1084,,,,43.44,71.87,59.27,74.25,51.39,76.32,76.61,76.83,90.42,87.59,80.94,69.02,64.56,37.01,54.49,60.67,79.94,75.23,74.66,79.58,81.42,
CANADIAN TIRE 'A',CA1366812024,,,,,,43.17,49.24,20.66,49.51,37.25,82.97,77.53,73.98,74.07,73.31,34.99,27.04,34.08,43.21,27.18,42.45,31.5,40.16,40.37,
CANADIAN UTILITIES 'A',CA1367178326,,,,,,39.36,59.97,55.76,52.09,53.48,31.39,59.52,51.87,51.49,58.35,65.79,59.45,34.39,32.47,44.61,37.87,46.44,51.16,44.37,58.1
ELDORADO GOLD,CA2849025093,,,,,,38.54,61.54,50.65,77.85,74.47,61.84,68.7,67.63,68.25,81.66,68.43,90.35,70.53,72.51,67.1,84.51,87.7,89.56,83.9,86.84
EMPIRE 'A',CA2918434077,,,,,,,,,51.58,10.24,36.09,41.08,65.79,59.45,63.79,42.17,35.75,60.49,30.57,62.43,70.62,67.48,62.89,60.4,74.26
ENBRIDGE,CA29250N1050,,,,81.91,72.26,74.12,76.66,85.76,95.45,89.27,93.2,89.97,97.66,91.55,93.36,89.44,74.49,73.69,63.78,56.89,56.54,71.47,58.49,50.2,58.77
ENERPLUS DEAD - DELIST.04/06/24,CA2927661025,,,,,,40.71,24.8,58.16,43.91,50.63,71.52,62.59,47.22,41.35,32.48,59.79,70.66,90.12,80.43,82.12,73.88,91.51,90.38,85.58,
ENSIGN EN.SVS.,CA2935701078,,,,,,66.33,40.95,52.14,51.93,60.47,77.41,73.77,78.42,77.5,84.76,85.39,84.21,84.75,76.51,75.22,72.89,78.25,75.71,78.83,
FAIRFAX FINL.HDG.,CA3039011026,,,,,,9.7,20.42,6.05,17.42,13.19,4.73,10.05,18.16,12.45,10.22,24.4,24.15,19.54,20.68,25.82,25.9,23.56,16.58,26.22,
FINNING INTL.,CA3180714048,,,,,,64.07,60.48,78,87.66,72.56,66,84.85,83.84,75.16,61.5,51.17,38.3,26.63,29.65,56.54,48.73,60,72.47,44.44,72.89
FIRST QUANTUM MRLS.,CA3359341052,,,,,,10.8,10.04,12.46,33.31,84.15,81.47,90.01,71.46,83.24,85.25,83.49,84.22,82.52,86.07,84.25,84.46,87.17,85.33,81.25,80.1
FORTIS,CA3495531079,,,,,,64.76,43.24,28.64,38.52,67.4,61.32,70.09,77.07,74.37,68.85,67.35,74.08,70.69,75.22,86.72,84.68,94.83,93.7,94.66,96.22
FRANCO-NEVADA,CA3518581051,,,,,,,,,,30,36.83,39.8,36.96,28.94,30.29,67.85,57.02,69.56,67.76,72.27,74.01,68.8,76.24,54.34,67.37
GILDAN ACTIVEWEAR,CA3759161035,,,,,,71.21,79.2,64.39,84.12,84.04,80.6,55.58,60.01,50.58,51.8,46.49,40.64,41.5,60.07,60.45,78.35,65.89,74.99,63.86,49.54
GREAT WEST LIFECO,CA39138C1068,,,,,,57.12,45.78,64.56,52.56,25.42,23.03,29.77,23.79,24.95,17.75,32.33,31.81,50.99,51.05,45.41,52.89,54.48,62.36,44.44,50.26
IGM FINL.,CA4495861060,,,,,,17.42,14.15,45.51,46.44,24.31,26.26,32.2,33.43,23.57,24.64,39.18,53.25,35.71,40.15,40.49,56,38.31,72.87,66.52,72.47
IMPERIAL OIL,CA4530384086,,,,20.59,17.45,42.79,76.58,72.55,79.19,68.3,77.73,73.82,76.61,79.4,76.81,87.25,84.42,79.5,68.43,80.22,69.6,76.21,55.7,66.29,
INTACT FINANCIAL,CA45823T1066,,,,,,,,,62.78,44.32,73.68,83.16,70.51,60.57,71.76,69.39,75.82,73.13,78.19,65.11,66.4,60.93,53.64,47.28,68.76
KINROSS GOLD (NYS),CA4969024047,,,,,,51.26,65.58,77.03,76.04,86.96,91.2,68.33,79.61,69.54,73.61,67.89,74.74,73.01,86.3,83.56,74.73,79.14,94.54,91.37,80.15
LOBLAW,CA5394811015,,,,,,50.29,35.84,27.91,38.58,44.45,37.95,46.2,25.71,23.69,25.88,67.01,58.39,57.1,53.2,62.82,82.21,80.7,78.95,79.04,84.58
MAGNA INTL.,CA5592224011,,,,,,25.58,40.56,38.22,18.11,38.13,24.41,19.73,51.05,38.53,34.1,55.17,48.2,49.6,36.7,24.8,57.55,49.03,48.49,48.26,54.17
MANULIFE FINANCIAL,CA56501R1064,,,,65.29,39.02,66.18,69.18,59.58,65.69,77.56,62.91,55.36,66.25,42.02,52.97,71.67,68.01,75.09,64.35,66.76,78.4,78.2,74.78,79.01,77.37
METHANEX,CA59151K1084,,,,,,53.88,38.33,61.43,53.19,83.4,68.67,94.52,73.31,90.12,92.72,84.08,59.37,61.59,60.09,42.1,44.64,53.67,45.07,64.51,42.63
METRO,CA59162N1096,,,,,,,22.65,10.23,62.26,39.41,34.47,46.56,46.44,63.54,70.95,42.28,47.49,72.07,70.49,45.95,47.46,42.04,43.38,50.99,49.67
NATIONAL BANK OF CANADA,CA6330671034,,,,,,41.31,34.48,59.26,75.73,79.42,73.47,78.77,79.79,73.11,73.57,44.53,30.17,25.08,33.17,19.99,41.37,40.91,28.5,34.13,52
NUTRIEN,CA67077M1086,,,,,,,,,,,,,,,,,,,,61.85,61.88,88.81,75.22,74.42,89.89
OBSIDIAN ENERGY,CA6744822033,,,,,,50.97,49.76,56.9,45.18,57.29,65.98,69.62,82.03,60.56,64.27,39.8,51.55,39.63,34.82,25.47,48.12,37.92,48.49,34.37,
ONEX,CA68272K1030,,,,,,44.38,31.47,25.79,50.43,22.72,62.58,25.8,16.01,24.24,17.16,23.7,17.93,18.67,27.09,49.9,33.29,26.18,30.88,39.92,39.66
OPEN TEXT (NAS),CA6837151068,,,,,,43.41,30.49,30.91,29.29,44.89,37.38,19.36,20.11,15.27,18.22,28.73,28.34,41.85,71.12,77.79,67.27,75.33,63.07,74.86,79.2
PAN AMERICAN SILVER,CA6979001089,,,,,,49.48,38.85,55.29,60.28,69.4,64.36,62.75,59.21,66.87,55.3,81.56,61.41,62.53,78.19,83.89,83.7,78.88,73.78,89.29,69.91
POWER CORP.CANADA,CA7392391016,,,,,,8.88,11.41,10.97,4.56,2.96,12.98,13.58,10.24,8.92,8.26,13.47,17.46,25.98,42.45,31.95,27.18,27.9,23.96,25.94,21.17
PRECISION DRILLING,CA74022D4075,,,,,,68.05,45.72,34.08,31.66,72.58,66.67,57.54,75.72,67.01,72.34,59.4,67.09,66.04,70.6,66.33,77.68,76.3,77.77,,
RB GLOBAL (NYS),CA74935Q1072,,,,,,64.38,62.84,46.18,53.31,46.47,37.64,57.95,56.67,63.72,66.48,47.96,74.21,75.78,77.34,82.38,82.14,86.48,92.33,72.04,48.77
RIOCAN REIT.TST.,CA7669101031,,,,,,23.93,46.9,61.59,39.78,50.12,49.61,52.3,51.85,65.41,73.94,67.47,72.37,56.85,59.82,58.75,66.39,59.04,58.64,68.99,82.24
ROGERS COMMS.'B',CA7751092007,,,,,,,8.33,22.17,4.2,16.16,15.21,40.6,39.58,36.33,21.56,38.77,43.24,48.54,28.63,56.2,61.25,49.77,50.12,30.47,34.84
ROYAL BANK OF CANADA,CA7800871021,,,,33.6,38.99,58.82,87.48,53.94,63.3,79.25,79.45,63.88,75.66,77.33,60.45,48.81,45.9,40.93,51.66,62.38,74.45,66.3,67.16,58.55,64.21
SAPUTO,CA8029121057,,,,,,,40.82,56.15,35.48,37.04,26.16,58.46,52.1,47.79,50.01,38.71,52.31,38.99,44.1,32.36,41.98,44.58,41.15,59.11,63.93
SHAW COMMS.'B' DEAD - DELIST.05/04/23,CA82028K2002,,,,,,57.27,25.72,27.93,29.29,7.54,2.64,39.52,36.97,45.26,44.13,29.71,24.33,54.23,49.05,49.43,36.81,49.04,,,
SHERRITT INTL.RESTRCTD VTG,CA8239011031,,,,,,47.14,71.27,66.42,52.88,83.24,77.07,54.77,61.44,40.43,54.82,69.72,67.56,56.59,49.08,55.82,42,73.99,48.88,61.17,63.36
STANTEC,CA85472N1096,,,,,,,,,30.9,69.99,58.13,70.74,71.02,62.54,76.77,65.23,54.47,62.17,64.27,70.85,67.84,63.11,69.87,75.88,82.19
SUN LIFE FINL.,CA8667961053,,,,,,,70.29,70.06,80.01,75.55,77.47,75.23,74.09,70.83,76.21,74.98,65.39,57.7,67.95,68.82,71.16,72.18,67.76,79.03,54.2
SUNCOR ENERGY,CA8672241079,,,,17.52,39.77,75.48,80.11,66.19,87.24,93.95,90.71,81.23,96.32,93.59,98.43,70.3,68.81,73.12,72.8,78.71,63.45,69.1,76.79,72.88,
SUNOPTA (NAS),CA8676EP1086,,,,,,,,,,,,,,,,,,,,,27.97,53.23,41.91,32.66,39.72
TC ENERGY,CA87807B1076,,,,28.89,41.76,69.33,66.01,41,74.81,87.55,86.74,86.87,93.99,89.18,87.31,74.18,74.25,62.58,46.42,61.71,58.63,57.49,48.37,45.69,39.49
TECK RESOURCES SUBORDINATE VOTING B,CA8787422044,,,,,,71.47,48.9,26.67,60.16,68.63,66.35,60.24,54.95,51.73,54.37,45.43,49.79,41.12,53.97,36.35,34.48,49.67,59.51,46.21,49.9
TELUS,CA87971M1032,,,,,,,39.69,36.04,54.06,60.07,63.37,71.97,69.53,70.15,75.09,39.68,48.83,72.71,51.96,58.42,74.77,76.93,69.52,55.31,57.5
THOMSON REUTERS (NYS),CA8849038085,,,,,,16.44,14.54,16.47,78.48,41.06,57.83,53.37,68.53,71.24,64.92,65.84,54.29,60.73,42.85,30.18,44.67,23.66,26.1,24.63,22.24
TORONTO-DOMINION BANK,CA8911605092,,,,,,,,,87.8,82.33,77.68,82.99,86.56,71.47,78.6,61.07,48.8,52.39,67.02,68.66,63.79,55.17,67.91,46.46,57.24
TRANSALTA,CA89346D1078,,,,,,83.31,85.62,91.41,82.21,94.84,95.15,94.83,96.08,89.36,91.52,85.77,73.43,73.55,49.58,66.76,34.59,55.48,30.55,49.44,47.3
TRICAN WELL SER.,CA8959451037,,,,,,31.27,63.5,53.17,37.38,27.38,54.67,44.08,45.91,67.79,75.33,54.13,72.44,66.1,59.75,25.52,49.21,36.29,28.41,31.8,31.19
WESTON GEORGE,CA9611485090,,,,,,40.55,33.23,40.18,16.81,21.06,16.42,26.28,32.51,44.75,31.47,36.04,29.73,56.25,39.33,49.43,55.07,65,56.32,71.53,66.08
YAMANA GOLD DEAD - DELIST.04/04/23,CA98462Y1007,,,,,,29.09,25.19,28.73,39.18,67.08,61.79,57.96,59.07,61.4,68.44,90.56,84.28,87.63,93.74,57.18,88.66,64.41,77.47,,
YELLOW PAGES,CA9855721069,,,,,,,,,,,,,,,,,,,,,,,,,55.28
OC OERLIKON CORPORATION,CH0000816824,,,,31.28,26.31,21.3,19.34,13.09,40.4,45.48,47.63,40.41,30.5,40.64,34.96,32.69,32.77,35.13,39.29,41.58,44.85,56.42,65.18,60.87,66.24
SWISS PRIME SITE,CH0008038389,,,,,,,,,19.95,23.03,23.11,18.31,23.2,22.93,32.02,44.92,42.68,19.9,24.9,40.59,45.25,68.27,67.11,69.69,77.78
SWISSCOM 'R',CH0008742519,,,,65.9,67.26,63.7,35.41,43.94,27.83,43.47,50.31,69.8,62.17,55.6,78.44,53.72,58.99,42.46,54.4,66.55,76.33,71.83,57.67,70.52,72.84
CHOCOLADEFABRIKEN LINDT & SPRUENGLI,CH0010570759,,,,,,5.87,5.47,0.8,4.5,4.93,6.82,16.43,10.21,10.9,20.34,10.54,10.03,13.81,27.98,37.5,36.53,49.66,43.1,38.18,46.54
GIVAUDAN 'N',CH0010645932,,,,52.05,52.22,55.72,63.87,52.4,52.72,40.37,41.95,63.39,78.37,70.29,77.2,64.55,88.5,73.16,66.51,81.3,82.74,82.58,85.27,87.81,91.61
ZURICH INSURANCE GROUP,CH0011075394,,,,82.99,78.03,79.93,80.17,73.77,73.92,78.43,76.62,54.76,72.01,74.49,68.12,80.29,71.87,83.53,83.7,88,86.64,85.5,97.03,95.08,92.9
BASILEA PHARMACEUTICA 'R',CH0011432447,,,,,,,,,26.19,30.8,30.23,24.2,22.57,22.26,48.29,47.05,46.97,36.18,43.54,50.98,60.94,62.92,67.71,75.34,
NOVARTIS 'R',CH0012005267,,,,69.15,72.37,89.38,75.01,85.04,92.25,82.36,69.4,67.96,85.58,82.68,76.04,78.82,78.98,74.75,80.56,75.72,76.61,79.28,76.59,82.78,79.84
ROCHE HOLDING,CH0012032048,,,,54.49,60.97,56.36,60.06,77.41,53.65,56.8,54.01,68.44,56.62,69.89,64.42,81.18,80.29,73.48,72.7,77.88,86.88,83.34,90.34,81.67,67.97
CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,CH0012138530,,,,76.84,71.98,71.45,79.85,77.72,80.71,79.42,80.25,90.06,84.86,84.65,87.95,83.18,81.14,78.36,78.51,77.15,82.69,82.35,86.24,83.83,
ADECCO GROUP,CH0012138605,,,,54.27,67.55,81.9,84.36,82.77,81.56,92.75,89.38,93.61,85.8,90.56,85.75,81.2,83.06,81.05,82.27,84.97,81.77,92.43,92.66,94.03,92.68
CLARIANT,CH0012142631,,,,64.7,57.01,44.42,29.37,24.75,30.95,47.73,21.82,41.6,53.25,55.27,61.5,60.36,57.24,73.52,70.47,75.1,76.65,76.55,76.38,82.6,83.99
HOLCIM,CH0012214059,,,,52.61,59.84,34.93,67.43,43.49,65.56,60.95,72.78,63.64,83.33,86.61,88.62,82.58,63.91,81.33,92.31,95.36,93.43,90.43,89.12,90.12,
ABB LTD N,CH0012221716,,,,79.36,83.99,80.92,98.12,98.12,95.16,94.68,94.36,88.31,95.49,90.72,87.95,94.03,84.52,67.99,73.43,83.68,90.51,91.03,90.25,86.93,86.68
THE SWATCH GROUP,CH0012255151,,,,42.14,3.16,20.94,23.96,14.63,14.76,12.89,13.11,15.97,9.14,10.29,20.64,15.06,20.56,20.57,19.05,12.33,13.52,22.78,31.64,25.31,24.01
KUDELSKI 'B',CH0012268360,,,,22.31,17.52,30.51,45.72,27.47,33.6,25.62,15.72,15.63,15.54,13.63,14.79,22.18,20.65,9.87,5.88,12.41,17.36,33.73,31.8,28.49,25.42
BALOISE HOLDING,CH0012410517,,,,29.15,50.68,62.83,42.83,33.02,59.07,62.58,57.04,67.95,46.31,56.99,47.85,66.46,64.4,70.56,59.54,59.9,63.72,65.66,53.27,48.07,44.87
SONOVA N,CH0012549785,,,,15.3,25.21,52.54,40.06,45.37,34.55,55.87,60.59,51.9,48.1,50.61,52.9,70.11,70.72,73.73,67.84,75.46,77.48,79.02,80.02,76.18,83.55
LONZA GROUP,CH0013841017,,,,43.85,39.4,37.46,45.85,56.36,70.05,69.7,62.14,64.71,88.14,83.47,75.71,59.39,51.99,70.73,68.42,78.05,88.36,86.5,83.45,91.93,
VALIANT 'R',CH0014786500,,,,,,,,,5.87,8.81,24.91,58.83,47.93,53.35,53.24,60.73,57.46,47.18,59.78,61.81,54.29,60.04,59.63,70.33,55.78
SWISS LIFE HOLDING,CH0014852781,,,,50,59.74,67.75,60.57,55.49,63.54,70.05,64.82,71.07,63.4,60.78,51.74,60.99,61.18,48.02,61.3,53.71,65.05,73.02,77.25,78.87,52.41
PSP SWISS PROPERTY AG,CH0018294154,,,,,,,10.13,10.43,11.59,16.47,19.77,24.03,26.52,26.88,26.54,38.63,38.6,39.92,31.78,43,44.83,50.36,45.96,39.17,
EFG INTERNATIONAL N,CH0022268228,,,,,,,,,43.86,28.11,23.47,20.39,32.84,23.38,26.88,21.75,23.68,17.68,26.49,43.1,57.85,58.32,72.05,68.18,61.28
